400           
12           
11           
0.3008849558 0.2054794521 0.32 0.1095890411 0.1135225376 0.3521126761 0.4098939929 0.5829662261 0.3779527559 0.4431137725 0.2 0.4
0.4159292035 0.1643835616 0.39 0.0410958904 0.1135225376 0.5633802817 0.1731448763 0.4735682819 0.5748031496 0.2395209581 0.3846153846 0.6
0.4159292035 0.1643835616 0.39 0.0410958904 0.1135225376 0.5633802817 0.1731448763 0.4735682819 0.5748031496 0.2395209581 0.3846153846 0.6
0.2654867257 0.4212328767 0.02 0.1095890411 0.0984974958 0.1267605634 0.0282685512 0.3898678414 0.6062992126 0.2275449102 0.5076923077 0.8
0.4159292035 0.1643835616 0.39 0.0410958904 0.1135225376 0.5633802817 0.1731448763 0.4735682819 0.5748031496 0.2395209581 0.3846153846 0.6
0.3185840708 0.095890411 0.34 0.1095890411 0.101836394 0.2112676056 0.1448763251 0.4309838473 0.5196850394 0.2694610778 0.4461538462 0.8
0.6283185841 0.1095890411 0.47 0.0547945205 0.0701168614 0.2253521127 0.0918727915 0.4985315712 0.3228346457 0.2035928144 0.3384615385 0.8
0.1946902655 0.301369863 0.22 0.0616438356 0.1035058431 0.1971830986 0.0636042403 0.3164464023 0.5196850394 0.2934131737 0.4307692308 0.6
0.2300884956 0.3424657534 0.06 0.1232876712 0.1085141903 0.1971830986 0.2791519435 0.5425844347 0.6062992126 0.125748503 0.1692307692 0.4
0.1061946903 0.6095890411 0.66 0.0753424658 0.0450751252 0.1971830986 0.2897526502 0.2569750367 0.7244094488 0.1616766467 0.4769230769 0.6
0.2566371681 0.2054794521 0.32 0.1232876712 0.0918196995 0.0845070423 0.0671378092 0.4559471366 0.3937007874 0.0658682635 0.3076923077 0.4
0.2300884956 0.3424657534 0.06 0.1095890411 0.1101836394 0.2253521127 0.2756183746 0.5425844347 0.6062992126 0.119760479 0.2 0.4
0.2300884956 0.3424657534 0.06 0.1232876712 0.1085141903 0.1971830986 0.2791519435 0.5425844347 0.6062992126 0.125748503 0.1692307692 0.4
0.2300884956 0.352739726 0.07 0.1164383562 0.1085141903 0.2112676056 0.2826855124 0.5440528634 0.6062992126 0.125748503 0.2 0.4
0.1946902655 0.2534246575 0.22 0.095890411 0.0984974958 0.1690140845 0.0636042403 0.3164464023 0.5275590551 0.2994011976 0.4461538462 0.6
0.203539823 0.2671232877 0.23 0.0753424658 0.1001669449 0.1690140845 0.0565371025 0.3164464023 0.5196850394 0.3053892216 0.4307692308 0.6
0.1946902655 0.301369863 0.22 0.0616438356 0.1035058431 0.1971830986 0.0636042403 0.3164464023 0.5196850394 0.2934131737 0.4307692308 0.6
0.2654867257 0.3493150685 0.03 0.0753424658 0.1135225376 0.3661971831 0.1307420495 0.419236417 0.5511811024 0.1856287425 0.3846153846 0.6
0.2743362832 0.4075342466 0.01 0.0821917808 0.0868113523 0.4225352113 0.1307420495 0.2672540382 0.5275590551 0.1437125749 0.5230769231 0.6
0.203539823 0.301369863 0.03 0.0410958904 0.1235392321 0.4929577465 0.1413427562 0.3781204112 0.6220472441 0.1437125749 0.3384615385 0.4
0.2389380531 0.1575342466 0.24 0.0753424658 0.0918196995 0.3802816901 0.148409894 0.4177679883 0.5433070866 0.125748503 0.2461538462 0.2
0.3982300885 0.0616438356 0.37 0.0479452055 0.0918196995 0.0704225352 0.0141342756 0.4001468429 0.3858267717 0.1497005988 0.4153846154 0.8
0.5132743363 0.1780821918 0.46 0.0821917808 0.1535893155 0.0704225352 0.0141342756 0.4823788546 0.2992125984 0.1916167665 0.5230769231 0.8
0.3716814159 0.1301369863 0.4 0.1301369863 0.1619365609 0.0845070423 0.035335689 0.4456681351 0.4488188976 0.2754491018 0.5230769231 0.8
0.2212389381 0.2397260274 0 0.0890410959 0.0918196995 0.0845070423 0.0282685512 0.3744493392 0.5196850394 0.1497005988 0.3846153846 0.2
0.2743362832 0.4075342466 0.01 0.0821917808 0.0868113523 0.4225352113 0.1307420495 0.2672540382 0.5275590551 0.1437125749 0.5230769231 0.6
0.3716814159 0.3356164384 0.19 0.2123287671 0.1368948247 0.4084507042 0.222614841 0.5726872247 0.3779527559 0.1017964072 0.2461538462 0.6
0.2300884956 0.3287671233 0.04 0.1095890411 0.1068447412 0.2394366197 0.2897526502 0.5418502203 0.6220472441 0.1317365269 0.1692307692 0.4
0.407079646 0.301369863 0.18 0.0479452055 0.1101836394 0.1267605634 0.0530035336 0.4177679883 0.3228346457 0.0958083832 0.2307692308 0.4
0.2654867257 0.4075342466 0 0.0821917808 0.0934891486 0.4084507042 0.1024734982 0.3861967695 0.5826771654 0.1916167665 0.4615384615 0.6
0.3362831858 0.1301369863 0.29 0.1506849315 0.3038397329 0.1830985915 0.0706713781 0.3883994126 0.3779527559 0.2694610778 0.5538461538 0.6
0.2300884956 0.3287671233 0.04 0.1095890411 0.1068447412 0.2394366197 0.2897526502 0.5418502203 0.6220472441 0.1317365269 0.1692307692 0.4
0.3716814159 0.3356164384 0.19 0.2123287671 0.1368948247 0.4084507042 0.222614841 0.5726872247 0.3779527559 0.1017964072 0.2461538462 0.6
0.3805309735 0.4315068493 0.14 0.1095890411 0.1235392321 0.1126760563 0.0848056537 0.5998531571 0.4724409449 0.1856287425 0.3230769231 0.4
0.389380531 0.4657534247 0.12 0.102739726 0.1185308848 0.0985915493 0.0777385159 0.6086637298 0.4645669291 0.1916167665 0.3076923077 0.6
0.5398230088 0.2739726027 0.38 0.1164383562 0.0901502504 0.3943661972 0.1766784452 0.4185022026 0.3228346457 0.2754491018 0.5692307692 0.8
0.1946902655 0.3082191781 0 0.1095890411 0.1001669449 0.4366197183 0.2049469965 0.3553597651 0.5433070866 0.1377245509 0.4307692308 0.6
0.5398230088 0.5342465753 0.34 0.3904109589 0.1669449082 0.3098591549 0.3286219081 0.9412628488 0.3779527559 0.2095808383 0.1384615385 0.4
0.2300884956 0.1506849315 0.24 0.0753424658 0.0984974958 0.4084507042 0.1625441696 0.4177679883 0.5511811024 0.1497005988 0.2615384615 0.4
0.2300884956 0.3698630137 0.03 0.095890411 0.1101836394 0.2112676056 0.2826855124 0.5403817915 0.6220472441 0.1437125749 0.2 0.4
0.4867256637 0.2260273973 0.23 0.0684931507 0.1168614357 0.1267605634 0.0424028269 0.5631424376 0.3779527559 0.1916167665 0.1384615385 0.6
0.2300884956 0.3698630137 0.03 0.095890411 0.1101836394 0.2112676056 0.2826855124 0.5403817915 0.6220472441 0.1437125749 0.2 0.4
0.2300884956 0.3493150685 0.03 0.0890410959 0.1135225376 0.2253521127 0.2897526502 0.5418502203 0.6220472441 0.1497005988 0.2153846154 0.6
0.2212389381 0.3219178082 0.01 0.095890411 0.1135225376 0.3661971831 0.1307420495 0.3986784141 0.5354330709 0.1497005988 0.3538461538 0.6
0.3274336283 0.1301369863 0.39 0.102739726 0.1101836394 0.2253521127 0.1307420495 0.3208516887 0.4488188976 0.2634730539 0.6307692308 0.8
0.2212389381 0.3219178082 0.01 0.095890411 0.1135225376 0.3661971831 0.1307420495 0.3986784141 0.5354330709 0.1497005988 0.3538461538 0.6
0.3274336283 0.1301369863 0.39 0.102739726 0.1101836394 0.2253521127 0.1307420495 0.3208516887 0.4488188976 0.2634730539 0.6307692308 0.8
0.3274336283 0.6164383562 0.02 0.1712328767 0.1202003339 0.0704225352 0.0176678445 0.6497797357 0.5826771654 0.0958083832 0.4 0
0.3805309735 0.1301369863 0.36 0.1164383562 0.0734557596 0.1267605634 0.1166077739 0.4074889868 0.5196850394 0.2155688623 0.5230769231 0.4
0.2477876106 0.352739726 0.1 0.102739726 0.1135225376 0.2112676056 0.0954063604 0.5352422907 0.6614173228 0.2155688623 0.3692307692 0.8
0.2477876106 0.352739726 0.1 0.102739726 0.1135225376 0.2112676056 0.0954063604 0.5352422907 0.6614173228 0.2155688623 0.3692307692 0.8
0.1946902655 0.3219178082 0.06 0.3493150685 0.0801335559 0.1408450704 0.0424028269 0.4500734214 0.5275590551 0.1556886228 0.3692307692 0.8
0.1946902655 0.3219178082 0.06 0.3493150685 0.0801335559 0.1408450704 0.0424028269 0.4500734214 0.5275590551 0.1556886228 0.3692307692 0.8
0.407079646 0.3150684932 0.2 0.1438356164 0.1151919866 0.1971830986 0.3851590106 0.5822320117 0.3858267717 0.1556886228 0.1692307692 0.4
0.2300884956 0.2876712329 0.27 0.1164383562 0.1202003339 0.1549295775 0.2544169611 0.4647577093 0.5118110236 0.2275449102 0.4 0.4
0.1327433628 0.301369863 0 0.0890410959 0.1118530885 0.0704225352 0.0106007067 0.3472834068 0.6692913386 0.125748503 0.4769230769 0.6
0.2477876106 0.2739726027 0.13 0.102739726 0.1101836394 0.4647887324 0.1943462898 0.3825256975 0.5433070866 0.1556886228 0.3692307692 0.6
0.2389380531 0.1267123288 0.39 0.0205479452 0.0784641068 0.0845070423 0.0176678445 0.2378854626 0.4330708661 0.1137724551 0.4769230769 0.6
0.4159292035 0.1780821918 0.48 0.198630137 0.2003338898 0.0281690141 0.0176678445 0.4185022026 0.3858267717 0.1437125749 0.7384615385 0.6
0.3982300885 0.1095890411 0.46 0.5547945205 0.1702838063 0.0281690141 0.0106007067 0.6563876652 0.3464566929 0.1616766467 0.3846153846 0.6
0.4778761062 0.2328767123 0.44 0.1369863014 0.0884808013 0.0422535211 0.0070671378 0.4897209985 0.4645669291 0.1736526946 0.5846153846 0.6
0.4247787611 0.1883561644 0.46 0.2534246575 0.1368948247 0.0281690141 0.0141342756 0.4640234949 0.4173228346 0.1856287425 0.5846153846 0.8
0.2389380531 0.1267123288 0.39 0.0205479452 0.0784641068 0.0845070423 0.0176678445 0.2378854626 0.4330708661 0.1137724551 0.4769230769 0.6
0.3539823009 0.1335616438 0.4 0.0890410959 0.1118530885 0.0281690141 0 0.3707782673 0.4173228346 0.2035928144 0.5384615385 0.6
0.0619469027 0.4075342466 0.19 0.0410958904 0.2487479132 0.0845070423 0.1978798587 0.2848751836 0.6929133858 0.1676646707 0.4 0.4
0.1946902655 0.198630137 0.31 0.5410958904 0.1202003339 0.3521126761 0.1378091873 0.5998531571 0.5039370079 0.1856287425 0.2615384615 0.6
0.3362831858 0.1643835616 0.32 0.0890410959 0.1151919866 0.4366197183 0.25795053 0.4647577093 0.4409448819 0.2335329341 0.4 0.6
0.3362831858 0.3424657534 0.12 0.0616438356 0.1001669449 0.5211267606 0.1413427562 0.3649045521 0.5039370079 0.3353293413 0.5230769231 0.6
0.4424778761 0.198630137 0.37 0.095890411 0.1318864775 0.1267605634 0.0600706714 0.5719530103 0.3937007874 0.1377245509 0.3230769231 0.4
0.3362831858 0.1643835616 0.32 0.0890410959 0.1151919866 0.4366197183 0.25795053 0.4647577093 0.4409448819 0.2335329341 0.4 0.6
0.3362831858 0.3424657534 0.12 0.0616438356 0.1001669449 0.5211267606 0.1413427562 0.3649045521 0.5039370079 0.3353293413 0.5230769231 0.6
0.1946902655 0.198630137 0.31 0.5410958904 0.1202003339 0.3521126761 0.1378091873 0.5998531571 0.5039370079 0.1856287425 0.2615384615 0.6
0.3539823009 0.2397260274 0.27 0.095890411 0.0717863105 0.1830985915 0.0777385159 0.3737151248 0.3464566929 0.2814371257 0.4307692308 0.4
0.3539823009 0.0684931507 0.36 0.0684931507 0.0868113523 0.7323943662 0.2508833922 0.4383259912 0.5748031496 0.3233532934 0.4 0.8
0.4247787611 0.0821917808 0.33 0.095890411 0.081803005 0.7183098592 0.2367491166 0.5719530103 0.5748031496 0.3413173653 0.2769230769 0.6
0.3362831858 0.3767123288 0.19 0.0890410959 0.1352253756 0.1408450704 0.2438162544 0.5352422907 0.3622047244 0.1556886228 0.1230769231 0.2
0.3539823009 0.2397260274 0.27 0.095890411 0.0717863105 0.1830985915 0.0777385159 0.3737151248 0.3464566929 0.2814371257 0.4307692308 0.4
0.3628318584 0.1438356164 0.38 0.1643835616 0.0851419032 0.1267605634 0.0459363958 0.3384728341 0.4409448819 0.2395209581 0.5538461538 0.8
0.1769911504 0.3356164384 0.01 0.0684931507 0.1135225376 0.0985915493 0.0671378092 0.5425844347 0.7480314961 0.2395209581 0.3230769231 0.4
0.2477876106 0.3356164384 0.01 0.0753424658 0.1035058431 0.1690140845 0.1130742049 0.5440528634 0.5826771654 0.1916167665 0.2153846154 0.4
0.2654867257 0.1917808219 0.29 0.0684931507 0.1101836394 0.3943661972 0.2120141343 0.5161527166 0.5590551181 0.1556886228 0.1692307692 0.6
0.2477876106 0.3356164384 0.01 0.0753424658 0.1035058431 0.1690140845 0.1130742049 0.5440528634 0.5826771654 0.1916167665 0.2153846154 0.4
0.1769911504 0.3356164384 0.01 0.0684931507 0.1135225376 0.0985915493 0.0671378092 0.5425844347 0.7480314961 0.2395209581 0.3230769231 0.4
0.3716814159 0.1232876712 0.38 0.095890411 0.0801335559 0.2535211268 0.2332155477 0.3935389134 0.5118110236 0.2335329341 0.5230769231 0.6
0.3716814159 0.1232876712 0.38 0.095890411 0.0801335559 0.2535211268 0.2332155477 0.3935389134 0.5118110236 0.2335329341 0.5230769231 0.6
0.6548672566 0.3493150685 0.5 0.0342465753 0.0984974958 0.0704225352 0.0706713781 0.5756240822 0.2598425197 0.1616766467 0.3076923077 0.2
0.2300884956 0.1780821918 0.38 0.1301369863 0.0934891486 0.3098591549 0.1272084806 0.2562408223 0.4724409449 0.2335329341 0.6923076923 0.8
0.1415929204 0.2328767123 0.17 0.0479452055 0.101836394 0.0845070423 0.0176678445 0.3069016153 0.6850393701 0.125748503 0.4615384615 0.4
0.4424778761 0.1438356164 0.52 0.0890410959 0.1035058431 0.1690140845 0.0671378092 0.3685756241 0.4881889764 0.2574850299 0.6153846154 0.8
0.4690265487 0.102739726 0.49 0.2808219178 0.1168614357 0.1126760563 0.038869258 0.3502202643 0.3543307087 0.1137724551 0.6307692308 0.8
0.4867256637 0.2123287671 0.4 0.1164383562 0.1335559265 0.1690140845 0.1625441696 0.607195301 0.3779527559 0.1856287425 0.2461538462 0.8
0.4601769912 0.2602739726 0.34 0.095890411 0.1368948247 0.1267605634 0.1378091873 0.6292217327 0.3937007874 0.1616766467 0.2 0.8
0.3274336283 0.1232876712 0.49 0.198630137 0.1302170284 0.1408450704 0.0636042403 0.3604992658 0.4173228346 0.1856287425 0.5692307692 0.8
0.4955752212 0.2191780822 0.42 0.0753424658 0.0984974958 0.0845070423 0.0494699647 0.4104258443 0.3149606299 0.2754491018 0.4153846154 0.8
0.4955752212 0.2191780822 0.58 0.2191780822 0.1335559265 0.1408450704 0.0636042403 0.5418502203 0.4330708661 0.3952095808 0.5538461538 0.8
0.3274336283 0.1095890411 0.48 0.0821917808 0.1352253756 0.0704225352 0.0212014134 0.2944199706 0.4094488189 0.1736526946 0.6153846154 0.8
0.3805309735 0 0.45 0.0616438356 0.1051752922 0.1267605634 0.0530035336 0.4001468429 0.5275590551 0.2574850299 0.5384615385 0.8
0.3805309735 0 0.45 0.0616438356 0.1051752922 0.1267605634 0.0530035336 0.4001468429 0.5275590551 0.2574850299 0.5384615385 0.8
0.3805309735 0 0.45 0.0616438356 0.1051752922 0.1267605634 0.0530035336 0.4001468429 0.5275590551 0.2574850299 0.5384615385 0.8
0.3274336283 0.1095890411 0.48 0.0821917808 0.1352253756 0.0704225352 0.0212014134 0.2944199706 0.4094488189 0.1736526946 0.6153846154 0.8
0.3185840708 0.1301369863 0.4 0.0890410959 0.0767946578 0.0704225352 0.0141342756 0.3883994126 0.4488188976 0.2095808383 0.4307692308 0.8
0.4955752212 0.1506849315 0.48 0.0821917808 0.0667779633 0.0563380282 0.0106007067 0.3311306902 0.3622047244 0.2155688623 0.5692307692 0.8
0.2654867257 0.2123287671 0.4 0.1232876712 0.1168614357 0.0704225352 0.0176678445 0.3898678414 0.5511811024 0.125748503 0.5846153846 0.6
0.3451327434 0.0616438356 0.52 0.0684931507 0.1302170284 0.1126760563 0.0600706714 0.4706314244 0.4881889764 0.2035928144 0.3076923077 0.4
0.389380531 0.1643835616 0.52 0.0821917808 0.1652754591 0.0563380282 0.0141342756 0.4118942731 0.4488188976 0.1736526946 0.4461538462 0.6
0.4336283186 0.1712328767 0.52 0.0753424658 0.1268781302 0.1549295775 0.1590106007 0.4449339207 0.4330708661 0.1497005988 0.4153846154 0.6
0.1592920354 0.3082191781 0.12 0.095890411 0.1803005008 0.338028169 0.1060070671 0.375917768 0.5748031496 0.2275449102 0.4461538462 0.8
0.3008849558 0.3219178082 0.05 0.0753424658 0.1285475793 0.1549295775 0.0918727915 0.5345080764 0.4881889764 0.1676646707 0.2461538462 0.4
0.3451327434 0.2397260274 0.27 0.0684931507 0.0767946578 0.2394366197 0.1130742049 0.3751835536 0.3307086614 0.3113772455 0.4153846154 0.6
0.2212389381 0.301369863 0.14 0.0479452055 0.1101836394 0.0845070423 0.0424028269 0.4295154185 0.4173228346 0.1736526946 0.1384615385 0.4
0.1769911504 0.3082191781 0.02 0.0821917808 0.1719532554 0.0704225352 0.035335689 0.4750367107 0.5039370079 0.2155688623 0.1692307692 0.4
0.3716814159 0.102739726 0.39 0.0753424658 0.1469115192 0.2676056338 0.074204947 0.3957415565 0.3228346457 0.2155688623 0.4307692308 0.6
0.3451327434 0.2397260274 0.27 0.0684931507 0.0767946578 0.2394366197 0.1130742049 0.3751835536 0.3307086614 0.3113772455 0.4153846154 0.6
0.3274336283 0.1506849315 0.4 0.102739726 0.0884808013 0.323943662 0.148409894 0.4016152717 0.4724409449 0.3173652695 0.4 0.6
0.389380531 0.1780821918 0.41 0.102739726 0.1519198664 0.0704225352 0.0141342756 0.4383259912 0.3070866142 0.1497005988 0.5384615385 0.8
0.3451327434 0.3698630137 0.2 0.0821917808 0.141903172 0.3098591549 0.3780918728 0.5330396476 0.3070866142 0.0898203593 0.1230769231 0.4
0.389380531 0.1917808219 0.43 0.102739726 0.0934891486 0.3943661972 0.1413427562 0.3105726872 0.3622047244 0.1616766467 0.5846153846 0.6
0.185840708 0.301369863 0.09 0.1369863014 0.1118530885 0.0845070423 0.0565371025 0.4860499266 0.5669291339 0.1676646707 0.2769230769 0.4
0.5132743363 0.095890411 0.48 0.0684931507 0.0901502504 0.0704225352 0.0141342756 0.5264317181 0.4645669291 0.3233532934 0.3846153846 0.6
0.5132743363 0.095890411 0.48 0.0684931507 0.0901502504 0.0704225352 0.0141342756 0.5264317181 0.4645669291 0.3233532934 0.3846153846 0.6
0.4867256637 0.1780821918 0.5 0.102739726 0.1535893155 0.0704225352 0.0247349823 0.4669603524 0.3779527559 0.1916167665 0.4923076923 0.8
0.3451327434 0.1506849315 0.44 0.0547945205 0.1118530885 0.0704225352 0.0212014134 0.4390602056 0.6141732283 0.1796407186 0.3538461538 0.4
0.3716814159 0.1438356164 0.41 0.3424657534 0.101836394 0.0845070423 0.0247349823 0.4779735683 0.4409448819 0.1736526946 0.5692307692 0.8
0.2300884956 0.198630137 0.3 0.0821917808 0.1185308848 0.4788732394 0.2332155477 0.5088105727 0.5511811024 0.1137724551 0.1538461538 0.4
0.2300884956 0.198630137 0.3 0.0821917808 0.1185308848 0.4788732394 0.2332155477 0.5088105727 0.5511811024 0.1137724551 0.1538461538 0.4
0.3362831858 0.3219178082 0.29 0.1164383562 0.1619365609 0.4225352113 0.3992932862 0.5829662261 0.3228346457 0.1017964072 0.1076923077 0.4
0.2123893805 0.1917808219 0.32 0.1849315068 0.081803005 0.1126760563 0.0812720848 0.3002936858 0.4251968504 0.0958083832 0.4461538462 0.8
0.6725663717 0.2260273973 0.49 0.0342465753 0.1051752922 0.0281690141 0 0.5014684288 0.3070866142 0.1796407186 0.3076923077 0.4
0.3982300885 0.2602739726 0.3 0.0684931507 0.0884808013 0.0985915493 0.038869258 0.5631424376 0.4566929134 0.2275449102 0.3230769231 0.6
